name,attack,defence,scalesWith,requiredAttributes,category,weight
Cleanrot Spear,"[{'name': 'Phy', 'amount': 102}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 66}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 25}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 38}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 16}]",Spear,5.5
Pike,"[{'name': 'Phy', 'amount': 115}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 53}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 39}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 20}, {'name': 'Dex', 'amount': 14}]",Spear,7.5
Torchpole,"[{'name': 'Phy', 'amount': 104}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 48}, {'name': 'Mag', 'amount': 26}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 26}, {'name': 'Boost', 'amount': 34}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 14}, {'name': 'Dex', 'amount': 15}]",Spear,6.0
Bolt Of Gransax,"[{'name': 'Phy', 'amount': 98}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 63}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 60}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 47}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 20}, {'name': 'Dex', 'amount': 40}]",Spear,8.5
Cross-naginata,"[{'name': 'Phy', 'amount': 122}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 52}, {'name': 'Mag', 'amount': 32}, {'name': 'Fire', 'amount': 32}, {'name': 'Ligt', 'amount': 32}, {'name': 'Holy', 'amount': 32}, {'name': 'Boost', 'amount': 39}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 16}, {'name': 'Dex', 'amount': 20}]",Spear,8.0
Death Ritual Spear,"[{'name': 'Phy', 'amount': 99}, {'name': 'Mag', 'amount': 64}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 54}, {'name': 'Mag', 'amount': 42}, {'name': 'Fire', 'amount': 27}, {'name': 'Ligt', 'amount': 27}, {'name': 'Holy', 'amount': 27}, {'name': 'Boost', 'amount': 36}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 11}, {'name': 'Dex', 'amount': 20}, {'name': 'Int', 'amount': 18}]",Spear,6.5
Inquisitor's Girandole,"[{'name': 'Phy', 'amount': 102}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 66}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 56}, {'name': 'Mag', 'amount': 28}, {'name': 'Fire', 'amount': 43}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 28}, {'name': 'Boost', 'amount': 37}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 18}, {'name': 'Dex', 'amount': 15}, {'name': 'Fai', 'amount': 16}]",Spear,7.5
Spiked Spear,"[{'name': 'Phy', 'amount': 120}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 0}]","[{'name': 'Phy', 'amount': 46}, {'name': 'Mag', 'amount': 28}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 28}, {'name': 'Boost', 'amount': 34}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 14}]",Spear,6.0
Rotten Crystal Spear,"[{'name': 'Phy', 'amount': 104}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 48}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 26}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 26}, {'name': 'Boost', 'amount': 34}]","[{'name': 'Str', 'scaling': '?'}, {'name': 'Dex', 'scaling': '?'}, {'name': 'Int', 'scaling': '?'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 16}, {'name': 'Int', 'amount': 16}]",Spear,5.5
Iron Spear,"[{'name': 'Phy', 'amount': 114}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 26}, {'name': 'Fire', 'amount': 26}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 26}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 13}, {'name': 'Dex', 'amount': 11}]",Spear,4.5
Winged Spear,"[{'name': 'Phy', 'amount': 78}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 25}, {'name': 'Fire', 'amount': 20}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 25}, {'name': 'Boost', 'amount': 35}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}]",Spear,4.5
Longsword,"[{'name': 'Phy', 'amount': 110}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 45}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}]",Straight Sword,3.5
Short Sword,"[{'name': 'Phy', 'amount': 102}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 28}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 28}, {'name': 'Boost', 'amount': 28}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 10}]",Straight Sword,3.0
Broadsword,"[{'name': 'Phy', 'amount': 117}, {'name': 'e"">Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 47}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}]",Straight Sword,4.0
Lordsworn's Straight Sword,"[{'name': 'Phy', 'amount': 115}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 45}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}]",Straight Sword,3.5
Weathered Straight Sword,"[{'name': 'Phy', 'amount': 103}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 43}, {'name': 'Mag', 'amount': 29}, {'name': 'Fire', 'amount': 29}, {'name': 'Ligt', 'amount': 29}, {'name': 'Holy', 'amount': 29}, {'name': 'Boost', 'amount': 27}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 7}, {'name': 'Dex', 'amount': 10}]",Straight Sword,3.0
Golden Epitaph,"[{'name': 'Phy', 'amount': 85}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 85}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 40}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 10}, {'name': 'Fai', 'amount': 14}]",Straight Sword,3.5
Ornamental Straight Sword,"[{'name': 'Phy', 'amount': 101}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 28}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 28}, {'name': 'Boost', 'amount': 28}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 14}]",Straight Sword,3.0
Coded Sword,"[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 85}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 13}, {'name': 'Mag', 'amount': 22}, {'name': 'Fire', 'amount': 22}, {'name': 'Ligt', 'amount': 22}, {'name': 'Holy', 'amount': 58}, {'name': 'Boost', 'amount': 27}]","[{'name': 'Fai', 'scaling': 'B'}]","[{'name': 'Fai', 'amount': 20}]",Straight Sword,2.5
Sword Of Night And Flame,"[{'name': 'Phy', 'amount': 87}, {'name': 'Mag', 'amount': 56}, {'name': 'Fire', 'amount': 56}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 36}, {'name': 'Mag', 'amount': 42}, {'name': 'Fire', 'amount': 42}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 26}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Int'}, {'name': '', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 12}, {'name': 'Dex', 'amount': 12}, {'name': 'Int', 'amount': 0}, {'name': '', 'amount': 24}, {'name': 'Fai', 'amount': 24}]",Straight Sword,4.0
Carian Knight's Sword,"[{'name': 'Phy', 'amount': 88}, {'name': 'Mag', 'amount': 88}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 36}, {'name': 'Mag', 'amount': 52}, {'name': 'Fire', 'amount': 26}, {'name': 'Ligt', 'amount': 26}, {'name': 'Holy', 'amount': 26}, {'name': 'Boost', 'amount': 31}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}, {'name': 'Int', 'amount': 18}]",Straight Sword,4.0
Crystal Sword,"[{'name': 'Phy', 'amount': 106}, {'name': 'Mag', 'amount': 68}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 44}, {'name': 'Mag', 'amount': 44}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 13}, {'name': 'Dex', 'amount': 10}, {'name': 'Int', 'amount': 15}]",Straight Sword,4.5
Sword Of St Trina,"[{'name': 'Phy', 'amount': 107}, {'name': 'Mag', 'amount': 32}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 39}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 27}, {'name': 'Ligt', 'amount': 27}, {'name': 'Holy', 'amount': 27}, {'name': 'Boost', 'amount': 28}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Int'}, {'name': '', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 12}, {'name': 'Int', 'amount': 0}, {'name': '', 'amount': 14}]",Straight Sword,3.0
Miquellan Knight's Sword,"[{'name': 'Phy', 'amount': 105}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 68}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 28}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 40}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 11}, {'name': 'Dex', 'amount': 11}, {'name': 'Fai', 'amount': 16}]",Straight Sword,3.5
Cane Sword,"[{'name': 'Phy', 'amount': 96}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 41}, {'name': 'Mag', 'amount': 27}, {'name': 'Fire', 'amount': 27}, {'name': 'Ligt', 'amount': 27}, {'name': 'Holy', 'amount': 27}, {'name': 'Boost', 'amount': 27}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 11}]",Straight Sword,2.5
Regalia Of Eochaid,"[{'name': 'Phy', 'amount': 89}, {'name': 'Mag', 'amount': 57}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 48}, {'name': 'Mag', 'amount': 40}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 12}]",Straight Sword,5.5
Noble's Slender Sword,"[{'name': 'Phy', 'amount': 101}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 43}, {'name': 'Mag', 'amount': 29}, {'name': 'Fire', 'amount': 29}, {'name': 'Ligt', 'amount': 29}, {'name': 'Holy', 'amount': 29}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 8}]",Straight Sword,3.5
Warhawk's Talon,"[{'name': 'Phy', 'amount': 101}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 28}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 28}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 16}]",Straight Sword,3.0
Rotten Crystal Sword,"[{'name': 'Phy', 'amount': 102}, {'name': 'Mag', 'amount': 66}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 48}, {'name': 'Mag', 'amount': 38}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 13}, {'name': 'Dex', 'amount': 10}, {'name': 'Int', 'amount': 15}]",Straight Sword,4.5
Lazuli Glintstone Sword,"[{'name': 'Phy', 'amount': 79}, {'name': 'Mag', 'amount': 94}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 30}, {'name': 'Mag', 'amount': 55}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 25}, {'name': 'Boost', 'amount': 30}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Straight Sword,3.5
Estoc,"[{'name': 'Phy', 'amount': 107}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 54}, {'name': 'Mag', 'amount': 36}, {'name': 'Fire', 'amount': 36}, {'name': 'Ligt', 'amount': 36}, {'name': 'Holy', 'amount': 36}, {'name': 'Boost', 'amount': 24}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 11}, {'name': 'Dex', 'amount': 13}]",Thrusting Sword,4.5
Rapier,"[{'name': 'Phy', 'amount': 96}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 130}]","[{'name': 'Phy', 'amount': 45}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 20}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 7}, {'name': 'Dex', 'amount': 12}]",Thrusting Sword,2.5
Cleanrot Knight's Sword,"[{'name': 'Phy', 'amount': 109}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 51}, {'name': 'Mag', 'amount': 34}, {'name': 'Fire', 'amount': 34}, {'name': 'Ligt', 'amount': 34}, {'name': 'Holy', 'amount': 34}, {'name': 'Boost', 'amount': 23}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 13}, {'name': 'Dex', 'amount': 11}]",Thrusting Sword,4.0
Rogier's Rapier,"[{'name': 'Phy', 'amount': 93}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 22}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 17}]",Thrusting Sword,3.5
Antspur Rapier,"[{'name': 'Phy', 'amount': 98}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 47}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 21}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 20}]",Thrusting Sword,3.0
Frozen Needle,"[{'name': 'Phy', 'amount': 99}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 40}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 28}, {'name': 'Holy', 'amount': 28}, {'name': 'Boost', 'amount': 20}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 11}, {'name': 'Dex', 'amount': 18}]",Thrusting Sword,2.5
Torch,"[{'name': 'Phy', 'amount': 54}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 97}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 21}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 19}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 5}, {'name': 'Dex', 'amount': 5}]",Torch,1.5
Noble's Estoc,"[{'name': 'Phy', 'amount': 104}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 49}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 22}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 10}]",Thrusting Sword,3.5
Steel-wire Torch,"[{'name': 'Phy', 'amount': 61}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 109}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 18}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 18}, {'name': 'Holy', 'amount': 17}, {'name': 'Boost', 'amount': 19}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 8}]",Torch,3.0
St. Trina's Torch,"[{'name': 'Phy', 'amount': 51}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 91}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 25}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 40}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 15}, {'name': 'Boost', 'amount': 20}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}, {'name': 'Fai', 'amount': 14}]",Torch,3.0
